date,day,type,name,color,style,generation,gender,unit_price,sales,items
2011-01-18,Tu,Road,"Road-150 Red, 48",Red,U,Millenial,M,3578.27,7156.54,2
2011-08-06,Sa,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-07-12,Tu,Road,"Road-150 Red, 56",Red,U,Gen X,M,3578.27,7156.54,2
2011-04-10,Su,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-06-28,Tu,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-07-02,Sa,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-06-30,Th,Road,"Road-150 Red, 44",Red,U,Gen X,F,3578.27,7156.54,2
2011-06-29,We,Road,"Road-150 Red, 56",Red,U,Gen X,F,3578.27,7156.54,2
2011-09-04,Su,Road,"Road-150 Red, 56",Red,U,Boomers,M,3578.27,7156.54,2
2011-02-12,Sa,Road,"Road-150 Red, 62",Red,U,Boomers,M,3578.27,7156.54,2
2011-11-13,Su,Road,"Road-150 Red, 52",Red,U,Gen X,M,3578.27,7156.54,2
2011-11-15,Tu,Road,"Road-150 Red, 56",Red,U,Gen X,F,3578.27,7156.54,2
2011-03-30,We,Road,"Road-150 Red, 56",Red,U,Gen X,F,3578.27,7156.54,2
2011-08-15,Mo,Road,"Road-150 Red, 62",Red,U,Gen X,F,3578.27,7156.54,2
2011-08-14,Su,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-08-15,Mo,Road,"Road-150 Red, 48",Red,U,Boomers,F,3578.27,7156.54,2
2011-08-31,We,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-11-22,Tu,Road,"Road-150 Red, 52",Red,U,Boomers,M,3578.27,7156.54,2
2011-11-13,Su,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-03-16,We,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-11-18,Fr,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-11-23,We,Road,"Road-150 Red, 56",Red,U,Gen X,F,3578.27,7156.54,2
2011-12-04,Su,Road,"Road-150 Red, 44",Red,U,Gen X,F,3578.27,7156.54,2
2011-02-09,We,Road,"Road-150 Red, 48",Red,U,Gen X,F,3578.27,7156.54,2
2011-08-26,Fr,Road,"Road-150 Red, 56",Red,U,Gen X,F,3578.27,7156.54,2
2011-08-26,Fr,Road,"Road-150 Red, 56",Red,U,Millenial,F,3578.27,7156.54,2
2011-08-22,Mo,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-03-23,We,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-12-21,We,Road,"Road-150 Red, 62",Red,U,Boomers,M,3578.27,7156.54,2
2011-08-10,We,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-08-11,Th,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-08-13,Sa,Road,"Road-150 Red, 48",Red,U,Gen X,F,3578.27,7156.54,2
2011-12-10,Sa,Road,"Road-150 Red, 44",Red,U,Gen X,F,3578.27,7156.54,2
2011-12-10,Sa,Road,"Road-150 Red, 62",Red,U,Millenial,M,3578.27,7156.54,2
2011-03-30,We,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-03-22,Tu,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-01-26,We,Road,"Road-150 Red, 62",Red,U,Boomers,M,3578.27,7156.54,2
2011-08-11,Th,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-05-31,Tu,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-06-02,Th,Road,"Road-150 Red, 48",Red,U,Boomers,F,3578.27,7156.54,2
2011-05-23,Mo,Road,"Road-150 Red, 56",Red,U,Gen X,F,3578.27,7156.54,2
2011-05-09,Mo,Road,"Road-150 Red, 48",Red,U,Gen X,F,3578.27,7156.54,2
2011-05-05,Th,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-04-26,Tu,Road,"Road-150 Red, 48",Red,U,Boomers,M,3578.27,7156.54,2
2011-10-13,Th,Road,"Road-150 Red, 48",Red,U,Gen X,F,3578.27,7156.54,2
2011-03-02,We,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-10-10,Mo,Road,"Road-150 Red, 52",Red,U,Gen X,M,3578.27,7156.54,2
2011-10-21,Fr,Road,"Road-150 Red, 62",Red,U,Gen X,F,3578.27,7156.54,2
2011-09-21,We,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-10-23,Su,Road,"Road-150 Red, 52",Red,U,Gen X,M,3578.27,7156.54,2
2011-10-27,Th,Road,"Road-150 Red, 44",Red,U,Gen X,F,3578.27,7156.54,2
2011-10-18,Tu,Road,"Road-150 Red, 48",Red,U,Gen X,F,3578.27,7156.54,2
2011-10-27,Th,Road,"Road-150 Red, 62",Red,U,Gen X,F,3578.27,7156.54,2
2011-10-27,Th,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-10-25,Tu,Road,"Road-150 Red, 56",Red,U,Gen X,M,3578.27,7156.54,2
2011-10-28,Fr,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-02-28,Mo,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-05-05,Th,Road,"Road-150 Red, 52",Red,U,Gen X,M,3578.27,7156.54,2
2011-11-12,Sa,Road,"Road-150 Red, 56",Red,U,Gen X,M,3578.27,7156.54,2
2011-11-10,Th,Road,"Road-150 Red, 56",Red,U,Gen X,M,3578.27,7156.54,2
2011-09-26,Mo,Road,"Road-150 Red, 62",Red,U,Silent,M,3578.27,7156.54,2
2011-09-23,Fr,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-09-17,Sa,Road,"Road-150 Red, 52",Red,U,Boomers,F,3578.27,7156.54,2
2011-03-06,Su,Road,"Road-150 Red, 56",Red,U,Gen X,F,3578.27,7156.54,2
2011-10-08,Sa,Road,"Road-150 Red, 62",Red,U,Gen X,F,3578.27,7156.54,2
2011-10-13,Th,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-09-25,Su,Road,"Road-150 Red, 48",Red,U,Gen X,M,3578.27,7156.54,2
2011-10-01,Sa,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-02-17,Th,Road,"Road-150 Red, 48",Red,U,Boomers,M,3578.27,7156.54,2
2011-02-21,Mo,Road,"Road-150 Red, 52",Red,U,Gen X,F,3578.27,7156.54,2
2011-02-26,Sa,Road,"Road-150 Red, 56",Red,U,Gen X,F,3578.27,7156.54,2
2011-09-21,We,Road,"Road-150 Red, 62",Red,U,Gen X,M,3578.27,7156.54,2
2011-03-27,Su,Road,"Road-150 Red, 48",Red,U,Boomers,F,3578.27,7156.54,2
2011-08-23,Tu,Road,"Road-150 Red, 52",Red,U,Gen X,M,3578.27,7156.54,2
2011-11-30,We,Road,"Road-150 Red, 56",Red,U,Millenial,M,3578.27,7156.54,2
2011-08-26,Fr,Road,"Road-150 Red, 44",Red,U,Gen X,M,3578.27,7156.54,2
2011-09-03,Sa,Road,"Road-150 Red, 44",Red,U,Boomers,M,3578.27,7156.54,2
2013-10-29,Tu,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,7152.21,3
2013-10-20,Su,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,F,2384.07,7152.21,3
2013-07-09,Tu,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,7152.21,3
2013-10-28,Mo,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2319.99,6959.97,3
2013-09-16,Mo,Mountain,"Mountain-200 Silver, 42",Silver,U,Gen X,F,2319.99,6959.97,3
2013-12-26,Th,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2319.99,6959.97,3
2013-10-16,We,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,M,2319.99,6959.97,3
2013-08-21,We,Mountain,"Mountain-200 Silver, 38",Silver,U,Gen X,F,2319.99,6959.97,3
2013-06-28,Fr,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,M,2319.99,6959.97,3
2013-10-04,Fr,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2319.99,6959.97,3
2013-12-04,We,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2294.99,6884.97,3
2013-11-21,Th,Mountain,"Mountain-200 Black, 38",Black,U,Boomers,M,2294.99,6884.97,3
2013-07-02,Tu,Mountain,"Mountain-200 Black, 46",Black,U,Boomers,M,2294.99,6884.97,3
2013-12-10,Tu,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2294.99,6884.97,3
2013-10-13,Su,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,M,2294.99,6884.97,3
2013-08-22,Th,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2294.99,6884.97,3
2012-12-31,Mo,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2294.99,6884.97,3
2013-07-26,Fr,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,F,2294.99,6884.97,3
2013-11-18,Mo,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2294.99,6884.97,3
2011-02-21,Mo,Mountain,"Mountain-100 Silver, 38",Silver,U,Boomers,F,3399.99,6799.98,2
2011-11-14,Mo,Mountain,"Mountain-100 Silver, 38",Silver,U,Gen X,F,3399.99,6799.98,2
2011-05-13,Fr,Mountain,"Mountain-100 Silver, 38",Silver,U,Boomers,F,3399.99,6799.98,2
2011-09-14,We,Mountain,"Mountain-100 Silver, 38",Silver,U,Gen X,F,3399.99,6799.98,2
2011-01-19,We,Mountain,"Mountain-100 Silver, 38",Silver,U,Gen X,M,3399.99,6799.98,2
2010-12-29,We,Mountain,"Mountain-100 Silver, 44",Silver,U,Gen X,F,3399.99,6799.98,2
2011-05-13,Fr,Mountain,"Mountain-100 Silver, 38",Silver,U,Millenial,F,3399.99,6799.98,2
2011-06-07,Tu,Mountain,"Mountain-100 Black, 38",Black,U,Gen X,F,3374.99,6749.98,2
2011-02-28,Mo,Mountain,"Mountain-100 Black, 42",Black,U,Gen X,M,3374.99,6749.98,2
2011-10-09,Su,Mountain,"Mountain-100 Black, 48",Black,U,Gen X,F,3374.99,6749.98,2
2012-06-01,Fr,Road,"Road-250 Black, 52",Black,U,Gen X,F,2181.5625,6544.69,3
2012-12-07,Fr,Mountain,"Mountain-200 Silver, 46",Silver,U,Gen X,F,2071.4196,6214.26,3
2012-04-11,We,Mountain,"Mountain-200 Silver, 38",Silver,U,Boomers,M,2071.4196,6214.26,3
2012-10-10,We,Mountain,"Mountain-200 Black, 38",Black,U,Gen X,M,2049.0982,6147.29,3
2012-12-24,Mo,Mountain,"Mountain-200 Black, 46",Black,U,Gen X,F,2049.0982,6147.29,3
2012-10-04,Th,Mountain,"Mountain-200 Black, 42",Black,U,Gen X,F,2049.0982,6147.29,3
2013-11-26,Tu,Road,"Road-350-W Yellow, 48",Yellow,W,Gen X,M,1700.99,5102.97,3
2013-12-12,Th,Road,"Road-350-W Yellow, 42",Yellow,W,Gen X,M,1700.99,5102.97,3
2013-12-16,Mo,Road,"Road-350-W Yellow, 44",Yellow,W,Gen X,M,1700.99,5102.97,3
2013-06-05,We,Road,"Road-350-W Yellow, 44",Yellow,W,Boomers,F,1700.99,5102.97,3
2013-09-29,Su,Road,"Road-350-W Yellow, 42",Yellow,W,Gen X,F,1700.99,5102.97,3
2013-12-04,We,Road,"Road-350-W Yellow, 44",Yellow,W,Gen X,F,1700.99,5102.97,3
2013-12-12,Th,Road,"Road-350-W Yellow, 40",Yellow,W,Gen X,M,1700.99,5102.97,3
2013-12-12,Th,Road,"Road-350-W Yellow, 44",Yellow,W,Gen X,M,1700.99,5102.97,3
2012-07-15,Su,Road,"Road-250 Red, 44",Red,U,Boomers,F,2443.35,4886.7,2
2013-12-19,Th,Road,"Road-250 Black, 52",Black,U,Boomers,F,2443.35,4886.7,2
2013-04-02,Tu,Road,"Road-250 Black, 52",Black,U,Gen X,M,2443.35,4886.7,2
2012-07-03,Tu,Road,"Road-250 Red, 48",Red,U,Gen X,M,2443.35,4886.7,2
2013-01-10,Th,Road,"Road-250 Black, 44",Black,U,Gen X,F,2443.35,4886.7,2
2013-12-28,Sa,Road,"Road-250 Black, 48",Black,U,Boomers,M,2443.35,4886.7,2
2013-04-26,Fr,Road,"Road-250 Black, 48",Black,U,Gen X,M,2443.35,4886.7,2
2012-08-24,Fr,Road,"Road-250 Red, 52",Red,U,Gen X,F,2443.35,4886.7,2
2012-08-24,Fr,Road,"Road-250 Red, 44",Red,U,Gen X,F,2443.35,4886.7,2
2012-02-04,Sa,Road,"Road-250 Red, 44",Red,U,Gen X,F,2443.35,4886.7,2
2012-01-24,Tu,Road,"Road-250 Red, 48",Red,U,Gen X,F,2443.35,4886.7,2
2013-01-20,Su,Road,"Road-250 Red, 58",Red,U,Gen X,M,2443.35,4886.7,2
2013-02-08,Fr,Road,"Road-250 Black, 48",Black,U,Boomers,M,2443.35,4886.7,2
2013-01-30,We,Road,"Road-250 Black, 48",Black,U,Gen X,M,2443.35,4886.7,2
2013-07-22,Mo,Road,"Road-250 Black, 58",Black,U,Boomers,F,2443.35,4886.7,2
2012-11-26,Mo,Road,"Road-250 Red, 48",Red,U,Boomers,F,2443.35,4886.7,2
2012-07-27,Fr,Road,"Road-250 Red, 44",Red,U,Gen X,M,2443.35,4886.7,2
2013-06-15,Sa,Road,"Road-250 Red, 58",Red,U,Gen X,M,2443.35,4886.7,2
2012-09-24,Mo,Road,"Road-250 Red, 48",Red,U,Boomers,F,2443.35,4886.7,2
2012-09-24,Mo,Road,"Road-250 Red, 44",Red,U,Millenial,F,2443.35,4886.7,2
2013-03-29,Fr,Road,"Road-250 Black, 52",Black,U,Boomers,F,2443.35,4886.7,2
2012-06-27,We,Road,"Road-250 Red, 48",Red,U,Gen X,F,2443.35,4886.7,2
2013-01-03,Th,Road,"Road-250 Red, 58",Red,U,Boomers,M,2443.35,4886.7,2
2013-07-31,We,Road,"Road-250 Red, 58",Red,U,Gen X,F,2443.35,4886.7,2
2012-01-01,Su,Road,"Road-250 Red, 52",Red,U,Gen X,M,2443.35,4886.7,2
2013-01-16,We,Road,"Road-250 Red, 58",Red,U,Gen X,F,2443.35,4886.7,2
2013-09-04,We,Road,"Road-250 Black, 52",Black,U,Gen X,M,2443.35,4886.7,2
2012-06-12,Tu,Road,"Road-250 Red, 52",Red,U,Gen X,F,2443.35,4886.7,2
2012-03-13,Tu,Road,"Road-250 Red, 44",Red,U,Gen X,M,2443.35,4886.7,2
2013-06-05,We,Road,"Road-250 Black, 58",Black,U,Gen X,F,2443.35,4886.7,2
2013-05-08,We,Road,"Road-250 Red, 58",Red,U,Boomers,F,2443.35,4886.7,2
2013-01-01,Tu,Road,"Road-250 Black, 52",Black,U,Boomers,M,2443.35,4886.7,2
2013-08-23,Fr,Road,"Road-250 Red, 58",Red,U,Gen X,F,2443.35,4886.7,2
2013-05-20,Mo,Road,"Road-250 Black, 58",Black,U,Boomers,M,2443.35,4886.7,2
2013-01-18,Fr,Road,"Road-250 Black, 44",Black,U,Gen X,M,2443.35,4886.7,2
2013-03-20,We,Road,"Road-250 Black, 58",Black,U,Boomers,M,2443.35,4886.7,2
2013-05-14,Tu,Road,"Road-250 Black, 58",Black,U,Gen X,M,2443.35,4886.7,2
2013-03-19,Tu,Road,"Road-250 Black, 48",Black,U,Gen X,M,2443.35,4886.7,2
2013-03-19,Tu,Road,"Road-250 Black, 48",Black,U,Boomers,F,2443.35,4886.7,2
2013-10-23,We,Road,"Road-250 Black, 58",Black,U,Millenial,M,2443.35,4886.7,2
2013-05-28,Tu,Road,"Road-250 Black, 58",Black,U,Gen X,F,2443.35,4886.7,2
2013-03-03,Su,Road,"Road-250 Black, 44",Black,U,Gen X,M,2443.35,4886.7,2
2012-04-28,Sa,Road,"Road-250 Red, 48",Red,U,Gen X,F,2443.35,4886.7,2
2013-09-22,Su,Road,"Road-250 Black, 48",Black,U,Gen X,F,2443.35,4886.7,2
2012-04-12,Th,Road,"Road-250 Red, 52",Red,U,Boomers,F,2443.35,4886.7,2
2013-10-08,Tu,Road,"Road-250 Red, 58",Red,U,Gen X,F,2443.35,4886.7,2
2013-01-27,Su,Road,"Road-250 Black, 44",Black,U,Gen X,F,2443.35,4886.7,2
2012-04-15,Su,Road,"Road-250 Red, 44",Red,U,Gen X,M,2443.35,4886.7,2
2013-06-16,Su,Road,"Road-250 Black, 52",Black,U,Boomers,M,2443.35,4886.7,2
2013-02-03,Su,Road,"Road-250 Red, 58",Red,U,Gen X,M,2443.35,4886.7,2
2012-01-18,We,Road,"Road-250 Red, 52",Red,U,Boomers,F,2443.35,4886.7,2
2013-02-04,Mo,Road,"Road-250 Red, 58",Red,U,Gen X,F,2443.35,4886.7,2
2013-12-02,Mo,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-11-22,Fr,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,4768.14,2
2013-10-04,Fr,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,4768.14,2
2013-10-09,We,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,4768.14,2
2013-07-12,Fr,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,4768.14,2
2013-12-21,Sa,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-11-24,Su,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-10-01,Tu,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-03-04,Mo,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,M,2384.07,4768.14,2
2013-03-06,We,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,F,2384.07,4768.14,2
2013-12-11,We,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-08-22,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,F,2384.07,4768.14,2
2013-08-07,We,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-08-06,Tu,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-12-26,Th,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,4768.14,2
2013-05-07,Tu,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-06-12,We,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,4768.14,2
2013-11-06,We,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-09-02,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-09-04,We,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-10-31,Th,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,4768.14,2
2013-10-26,Sa,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-12-10,Tu,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,4768.14,2
2013-04-07,Su,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-08-03,Sa,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,4768.14,2
2013-04-06,Sa,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,4768.14,2
2013-10-24,Th,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-10-25,Fr,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,4768.14,2
2013-09-16,Mo,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,4768.14,2
2013-12-10,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,M,2384.07,4768.14,2
2013-10-15,Tu,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-09-10,Tu,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,4768.14,2
2013-10-16,We,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,4768.14,2
2013-10-18,Fr,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-11-13,We,Touring,"Touring-1000 Blue, 46",Blue,U,Millenial,M,2384.07,4768.14,2
2013-09-27,Fr,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,4768.14,2
2013-09-27,Fr,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,4768.14,2
2013-07-21,Su,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,4768.14,2
2013-07-18,Th,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,4768.14,2
2013-05-01,We,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,4768.14,2
2013-08-14,We,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-08-14,We,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-08-14,We,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,4768.14,2
2013-08-23,Fr,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-12-22,Su,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,M,2384.07,4768.14,2
2013-11-19,Tu,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,F,2384.07,4768.14,2
2013-06-21,Fr,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,4768.14,2
2013-06-18,Tu,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,4768.14,2
2013-11-24,Su,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,4768.14,2
2013-11-25,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-11-25,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,4768.14,2
2013-12-17,Tu,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,4768.14,2
2013-12-24,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,4768.14,2
2013-06-05,We,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,M,2384.07,4768.14,2
2013-11-01,Fr,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,4768.14,2
2013-10-25,Fr,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,4768.14,2
