date,day,product,type,name,color,style,customer,birth,generation,gender,unit_price,items,sales
2011-01-02,Su,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00013591,1964,Boomers,F,3578.27,1,3578.27
2011-01-02,Su,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016483,1961,Boomers,M,3578.27,1,3578.27
2011-01-02,Su,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016529,1983,Millenial,M,3578.27,1,3578.27
2011-01-02,Su,BK-R50B-62,Road,"Road-650 Black, 62",Black,U,AW00025249,1963,Boomers,F,699.0982,1,699.0982
2011-01-03,Mo,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00027668,1959,Boomers,M,3578.27,1,3578.27
2011-01-03,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027612,1978,Gen X,M,3578.27,1,3578.27
2011-01-03,Mo,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00013264,1961,Boomers,F,3578.27,1,3578.27
2011-01-03,Mo,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00013590,1958,Boomers,M,3578.27,1,3578.27
2011-01-04,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00013581,1952,Boomers,M,3578.27,1,3578.27
2011-01-04,Tu,BK-R50B-58,Road,"Road-650 Black, 58",Black,U,AW00014520,1984,Millenial,F,699.0982,1,699.0982
2011-01-04,Tu,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016520,1982,Millenial,F,3578.27,1,3578.27
2011-01-05,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00013258,1962,Boomers,F,3578.27,1,3578.27
2011-01-05,We,BK-R50B-58,Road,"Road-650 Black, 58",Black,U,AW00014560,1976,Gen X,M,699.0982,1,699.0982
2011-01-05,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016607,1981,Millenial,M,3578.27,1,3578.27
2011-01-06,Th,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00027666,1960,Boomers,F,3578.27,1,3578.27
2011-01-06,Th,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011238,1964,Boomers,F,3399.99,1,3399.99
2011-01-06,Th,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00025861,1950,Boomers,M,3399.99,1,3399.99
2011-01-06,Th,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016629,1978,Gen X,F,3578.27,1,3578.27
2011-01-06,Th,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00011025,1951,Boomers,M,3374.99,1,3374.99
2011-01-06,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027577,1963,Boomers,M,3578.27,1,3578.27
2011-01-07,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027604,1962,Boomers,M,3578.27,1,3578.27
2011-01-07,Fr,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016522,1985,Millenial,F,3578.27,1,3578.27
2011-01-07,Fr,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011002,1971,Gen X,M,3399.99,1,3399.99
2011-01-08,Sa,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00013261,1962,Boomers,F,3578.27,1,3578.27
2011-01-08,Sa,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011606,1986,Millenial,F,3578.27,1,3578.27
2011-01-08,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00013563,1975,Gen X,M,3578.27,1,3578.27
2011-01-08,Sa,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016527,1983,Millenial,M,3578.27,1,3578.27
2011-01-09,Su,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00027671,1958,Boomers,M,3578.27,1,3578.27
2011-01-09,Su,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00013576,1961,Boomers,F,3578.27,1,3578.27
2011-01-09,Su,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011007,1969,Gen X,M,3399.99,1,3399.99
2011-01-09,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00016631,1976,Gen X,F,3578.27,1,3578.27
2011-01-10,Mo,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016514,1985,Millenial,M,3578.27,1,3578.27
2011-01-10,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016616,1985,Millenial,M,3578.27,1,3578.27
2011-01-11,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00027623,1962,Boomers,M,3578.27,1,3578.27
2011-01-11,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00027625,1961,Boomers,F,3578.27,1,3578.27
2011-01-11,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00027636,1968,Gen X,F,3578.27,1,3578.27
2011-01-11,Tu,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011591,1968,Gen X,F,3578.27,1,3578.27
2011-01-11,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011592,1984,Millenial,M,3578.27,1,3578.27
2011-01-11,Tu,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00013265,1961,Boomers,M,3578.27,1,3578.27
2011-01-11,Tu,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016482,1955,Boomers,F,3578.27,1,3578.27
2011-01-12,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027617,1980,Gen X,F,3578.27,1,3578.27
2011-01-12,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00027670,1970,Gen X,F,3578.27,1,3578.27
2011-01-12,We,BK-R50B-58,Road,"Road-650 Black, 58",Black,U,AW00019941,1954,Boomers,M,699.0982,1,699.0982
2011-01-12,We,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00011017,1949,Boomers,F,3374.99,1,3374.99
2011-01-13,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00027646,1967,Gen X,M,3578.27,1,3578.27
2011-01-13,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00013257,1963,Boomers,M,3578.27,1,3578.27
2011-01-13,Th,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016352,1965,Boomers,F,3578.27,1,3578.27
2011-01-13,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016493,1959,Boomers,F,3578.27,1,3578.27
2011-01-14,Fr,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00027578,1964,Boomers,F,3578.27,1,3578.27
2011-01-14,Fr,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00016525,1983,Millenial,F,3578.27,1,3578.27
2011-01-14,Fr,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016612,1981,Millenial,F,3578.27,1,3578.27
2011-01-14,Fr,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011010,1969,Gen X,F,3399.99,1,3399.99
2011-01-15,Sa,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00016518,1981,Millenial,F,3578.27,1,3578.27
2011-01-15,Sa,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00011001,1976,Gen X,M,3374.99,1,3374.99
2011-01-16,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027649,1960,Boomers,M,3578.27,1,3578.27
2011-01-16,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00021659,1968,Gen X,F,3578.27,1,3578.27
2011-01-16,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027614,1962,Boomers,M,3578.27,1,3578.27
2011-01-16,Su,BK-R50R-52,Road,"Road-650 Red, 52",Red,U,AW00014559,1976,Gen X,F,699.0982,1,699.0982
2011-01-16,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016524,1985,Millenial,M,3578.27,1,3578.27
2011-01-16,Su,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016526,1984,Millenial,M,3578.27,1,3578.27
2011-01-16,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00016348,1960,Boomers,M,3578.27,1,3578.27
2011-01-16,Su,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011027,1952,Boomers,M,3399.99,1,3399.99
2011-01-17,Mo,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00013260,1963,Boomers,M,3578.27,1,3578.27
2011-01-17,Mo,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016515,1985,Millenial,M,3578.27,1,3578.27
2011-01-17,Mo,BK-M82S-42,Mountain,"Mountain-100 Silver, 42",Silver,U,AW00011018,1955,Boomers,M,3399.99,1,3399.99
2011-01-17,Mo,BK-R50R-44,Road,"Road-650 Red, 44",Red,U,AW00025252,1961,Boomers,M,699.0982,1,699.0982
2011-01-18,Tu,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011599,1983,Millenial,F,3578.27,1,3578.27
2011-01-18,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016495,1960,Boomers,F,3578.27,1,3578.27
2011-01-18,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016516,1986,Millenial,M,3578.27,1,3578.27
2011-01-18,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016620,1984,Millenial,M,3578.27,1,3578.27
2011-01-19,We,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00027667,1960,Boomers,F,3578.27,1,3578.27
2011-01-19,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011601,1983,Millenial,M,3578.27,1,3578.27
2011-01-19,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011607,1986,Millenial,M,3578.27,1,3578.27
2011-01-19,We,BK-M82S-38,Mountain,"Mountain-100 Silver, 38",Silver,U,AW00029385,1968,Gen X,M,3399.99,1,3399.99
2011-01-19,We,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011239,1969,Gen X,F,3374.99,1,3374.99
2011-01-19,We,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00025865,1951,Boomers,M,3374.99,1,3374.99
2011-01-19,We,BK-M82S-38,Mountain,"Mountain-100 Silver, 38",Silver,U,AW00025857,1950,Boomers,F,3399.99,1,3399.99
2011-01-19,We,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016484,1955,Boomers,M,3578.27,1,3578.27
2011-01-19,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016623,1979,Gen X,M,3578.27,1,3578.27
2011-01-19,We,BK-M82S-38,Mountain,"Mountain-100 Silver, 38",Silver,U,AW00011000,1971,Gen X,M,3399.99,1,3399.99
2011-01-19,We,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011029,1952,Boomers,M,3399.99,1,3399.99
2011-01-20,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027615,1970,Gen X,F,3578.27,1,3578.27
2011-01-20,Th,BK-R50B-52,Road,"Road-650 Black, 52",Black,U,AW00017956,1981,Millenial,M,699.0982,1,699.0982
2011-01-20,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016345,1959,Boomers,M,3578.27,1,3578.27
2011-01-20,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016521,1985,Millenial,F,3578.27,1,3578.27
2011-01-20,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016636,1976,Gen X,M,3578.27,1,3578.27
2011-01-21,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00021710,1975,Gen X,F,3578.27,1,3578.27
2011-01-21,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00013583,1960,Boomers,M,3578.27,1,3578.27
2011-01-21,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011593,1982,Millenial,M,3578.27,1,3578.27
2011-01-22,Sa,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00021741,1972,Gen X,F,3578.27,1,3578.27
2011-01-22,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00013585,1964,Boomers,F,3578.27,1,3578.27
2011-01-22,Sa,BK-R50R-48,Road,"Road-650 Red, 48",Red,U,AW00014510,1973,Gen X,M,699.0982,1,699.0982
2011-01-22,Sa,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016523,1984,Millenial,F,3578.27,1,3578.27
2011-01-23,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011611,1985,Millenial,M,3578.27,1,3578.27
2011-01-23,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00013259,1963,Boomers,M,3578.27,1,3578.27
2011-01-23,Su,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016350,1965,Boomers,M,3578.27,1,3578.27
2011-01-23,Su,BK-M82S-42,Mountain,"Mountain-100 Silver, 42",Silver,U,AW00011004,1979,Gen X,F,3399.99,1,3399.99
2011-01-23,Su,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011026,1951,Boomers,M,3399.99,1,3399.99
2011-01-24,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027662,1965,Boomers,F,3578.27,1,3578.27
2011-01-24,Mo,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00028390,1969,Gen X,M,3374.99,1,3374.99
2011-01-24,Mo,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00025866,1952,Boomers,M,3374.99,1,3374.99
2011-01-24,Mo,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016494,1965,Boomers,F,3578.27,1,3578.27
2011-01-24,Mo,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016496,1965,Boomers,F,3578.27,1,3578.27
2011-01-24,Mo,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016519,1982,Millenial,F,3578.27,1,3578.27
2011-01-24,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016528,1984,Millenial,F,3578.27,1,3578.27
2011-01-24,Mo,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011006,1976,Gen X,F,3399.99,1,3399.99
2011-01-25,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00027651,1961,Boomers,M,3578.27,1,3578.27
2011-01-25,Tu,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00027663,1971,Gen X,M,3578.27,1,3578.27
2011-01-25,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00027669,1970,Gen X,F,3578.27,1,3578.27
2011-01-25,Tu,BK-R50B-52,Road,"Road-650 Black, 52",Black,U,AW00019942,1960,Boomers,M,699.0982,1,699.0982
2011-01-25,Tu,BK-R50B-44,Road,"Road-650 Black, 44",Black,U,AW00014558,1981,Millenial,F,699.0982,1,699.0982
2011-01-25,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00016349,1959,Boomers,M,3578.27,1,3578.27
2011-01-25,Tu,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00011008,1975,Gen X,F,3374.99,1,3374.99
2011-01-25,Tu,BK-R50B-44,Road,"Road-650 Black, 44",Black,U,AW00025250,1962,Boomers,M,699.0982,1,699.0982
2011-01-26,We,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00027605,1973,Gen X,M,3578.27,1,3578.27
2011-01-26,We,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00027611,1962,Boomers,M,3578.27,1,3578.27
2011-01-26,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016347,1958,Boomers,M,3578.27,1,3578.27
2011-01-26,We,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00011028,1951,Boomers,F,3374.99,1,3374.99
2011-01-26,We,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00013584,1964,Boomers,M,3578.27,1,3578.27
2011-01-27,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00021727,1978,Gen X,F,3578.27,1,3578.27
2011-01-27,Th,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00028393,1972,Gen X,M,3374.99,1,3374.99
2011-01-27,Th,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00019802,1980,Gen X,F,3374.99,1,3374.99
2011-01-27,Th,BK-R50R-62,Road,"Road-650 Red, 62",Red,U,AW00026620,1978,Gen X,F,699.0982,1,699.0982
2011-01-27,Th,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00011009,1969,Gen X,M,3374.99,1,3374.99
2011-01-28,Fr,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00027641,1967,Gen X,F,3578.27,1,3578.27
2011-01-28,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00027673,1958,Boomers,F,3578.27,1,3578.27
2011-01-28,Fr,BK-R50R-44,Road,"Road-650 Red, 44",Red,U,AW00017957,1976,Gen X,F,699.0982,1,699.0982
2011-01-28,Fr,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00013406,1962,Boomers,M,3578.27,1,3578.27
2011-01-28,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016630,1978,Gen X,M,3578.27,1,3578.27
2011-01-29,Sa,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00022041,1978,Gen X,F,3578.27,1,3578.27
2011-01-29,Sa,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00012124,1962,Boomers,F,3578.27,1,3578.27
2011-01-29,Sa,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00028066,1980,Gen X,M,3578.27,1,3578.27
2011-01-29,Sa,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00016743,1947,Boomers,F,3578.27,1,3578.27
2011-01-29,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00013546,1976,Gen X,M,3578.27,1,3578.27
2011-01-30,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00028018,1956,Boomers,F,3578.27,1,3578.27
2011-01-30,Su,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00012132,1961,Boomers,F,3578.27,1,3578.27
2011-01-30,Su,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016661,1961,Boomers,M,3578.27,1,3578.27
2011-01-31,Mo,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011055,1957,Boomers,M,3374.99,1,3374.99
2011-01-31,Mo,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016662,1962,Boomers,F,3578.27,1,3578.27
2011-01-31,Mo,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00016740,1946,Boomers,M,3578.27,1,3578.27
2011-01-31,Mo,BK-R50R-60,Road,"Road-650 Red, 60",Red,U,AW00025270,1949,Boomers,F,699.0982,1,699.0982
2011-02-01,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00028038,1953,Boomers,M,3578.27,1,3578.27
2011-02-01,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00013548,1976,Gen X,F,3578.27,1,3578.27
2011-02-01,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016741,1946,Boomers,M,3578.27,1,3578.27
2011-02-01,Tu,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011031,1953,Boomers,F,3399.99,1,3399.99
2011-02-01,Tu,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011034,1952,Boomers,F,3399.99,1,3399.99
2011-02-02,We,BK-R50B-60,Road,"Road-650 Black, 60",Black,U,AW00020048,1978,Gen X,F,699.0982,1,699.0982
2011-02-02,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00028065,1971,Gen X,F,3578.27,1,3578.27
2011-02-02,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00017047,1980,Gen X,F,3578.27,1,3578.27
2011-02-02,We,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016686,1968,Gen X,F,3578.27,1,3578.27
2011-02-02,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016659,1961,Boomers,F,3578.27,1,3578.27
2011-02-02,We,BK-R50B-62,Road,"Road-650 Black, 62",Black,U,AW00025294,1977,Gen X,F,699.0982,1,699.0982
2011-02-03,Th,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00013600,1956,Boomers,F,3578.27,1,3578.27
2011-02-03,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00017051,1973,Gen X,F,3578.27,1,3578.27
2011-02-03,Th,BK-R50B-44,Road,"Road-650 Black, 44",Black,U,AW00014565,1974,Gen X,F,699.0982,1,699.0982
2011-02-03,Th,BK-M82S-38,Mountain,"Mountain-100 Silver, 38",Silver,U,AW00011054,1957,Boomers,F,3399.99,1,3399.99
2011-02-03,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016675,1970,Gen X,F,3578.27,1,3578.27
2011-02-03,Th,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00016687,1972,Gen X,M,3578.27,1,3578.27
2011-02-03,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00016712,1962,Boomers,F,3578.27,1,3578.27
2011-02-03,Th,BK-M82S-42,Mountain,"Mountain-100 Silver, 42",Silver,U,AW00011047,1955,Boomers,F,3399.99,1,3399.99
2011-02-04,Fr,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00027726,1985,Millenial,F,3578.27,1,3578.27
2011-02-04,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00028014,1950,Boomers,F,3578.27,1,3578.27
2011-02-04,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016696,1970,Gen X,F,3578.27,1,3578.27
2011-02-04,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016639,1977,Gen X,F,3578.27,1,3578.27
2011-02-05,Sa,BK-R50B-52,Road,"Road-650 Black, 52",Black,U,AW00020049,1976,Gen X,F,699.0982,1,699.0982
2011-02-05,Sa,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00013602,1955,Boomers,F,3578.27,1,3578.27
2011-02-05,Sa,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00013661,1981,Millenial,M,3578.27,1,3578.27
2011-02-05,Sa,BK-M82S-38,Mountain,"Mountain-100 Silver, 38",Silver,U,AW00011030,1958,Boomers,F,3399.99,1,3399.99
2011-02-06,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00028068,1975,Gen X,F,3578.27,1,3578.27
2011-02-06,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016658,1960,Boomers,F,3578.27,1,3578.27
2011-02-06,Su,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00011035,1953,Boomers,F,3374.99,1,3374.99
2011-02-06,Su,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00011046,1955,Boomers,F,3374.99,1,3374.99
2011-02-07,Mo,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00028031,1952,Boomers,F,3578.27,1,3578.27
2011-02-07,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00028076,1973,Gen X,M,3578.27,1,3578.27
2011-02-07,Mo,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016685,1967,Gen X,F,3578.27,1,3578.27
2011-02-07,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00016745,1948,Boomers,F,3578.27,1,3578.27
2011-02-07,Mo,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011038,1953,Boomers,F,3374.99,1,3374.99
2011-02-07,Mo,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011039,1954,Boomers,M,3399.99,1,3399.99
2011-02-08,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00028040,1954,Boomers,M,3578.27,1,3578.27
2011-02-08,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00028067,1980,Gen X,F,3578.27,1,3578.27
2011-02-08,Tu,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00028071,1985,Millenial,M,3578.27,1,3578.27
2011-02-08,Tu,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00016684,1968,Gen X,M,3578.27,1,3578.27
2011-02-08,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00016657,1960,Boomers,M,3578.27,1,3578.27
2011-02-09,We,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00021939,1970,Gen X,M,3578.27,1,3578.27
2011-02-09,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00028039,1959,Boomers,M,3578.27,1,3578.27
2011-02-09,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00013687,1979,Gen X,M,3578.27,1,3578.27
